2.904,backspace
3.892,k
3.996,e
4.109,y
4.231,s
4.44,t
4.874,r
4.972,o
5.091,k
5.195,e
5.38,s
5.591,.
6.179,c
6.271,s
6.439,v
6.812,enter
250.254,enter
288.8,d
289.442,e
290.081,f
290.359,space
290.529,m
290.672,e
290.745,r
290.958,g
291.097,e
291.161,r
294.132,shift
294.227,:
295.211,backspace
295.547,shift
295.654,(
295.826,)
296.082,shift
296.122,:
296.48,enter
297.352,space
297.666,backspace
297.788,tab
298.253,'
298.435,'
298.591,'
302.633,l
303.139,i
303.268,s
303.34,t
306.661,space
308.372,backspace
309.344,backspace
309.511,backspace
309.721,backspace
310.384,'
310.564,'
310.723,'
311.285,space
313.734,backspace
313.925,backspace
314.098,backspace
314.291,backspace
315.353,'
315.531,'
316.061,backspace
316.235,backspace
317.739,.
317.881,.
318.006,.
318.286,enter
318.693,enter
319.107,backspace
319.482,backspace
320.018,enter
320.402,d
320.562,e
320.626,f
320.864,space
321.29,m
321.786,e
321.86,r
322.266,g
322.85,e
323.391,s
323.519,o
323.667,r
323.868,t
324.227,shift
324.335,(
324.694,backspace
324.854,backspace
325.006,backspace
325.166,backspace
325.4,backspace
326.018,-
326.166,h
326.242,e
326.366,l
326.839,p
326.981,e
327.025,r
327.425,shift
327.54,(
328.393,l
328.473,i
328.557,s
328.624,t
329.451,backspace
329.62,backspace
329.79,backspace
329.958,backspace
333.061,l
333.125,e
333.217,f
333.408,t
333.781,shift
334.557,shift
334.649,_
334.856,l
334.928,i
334.996,s
335.056,t
335.269,
335.492,space
335.943,l
336.058,e
336.102,f
336.345,backspace
336.486,backspace
336.609,backspace
336.677,r
336.832,i
336.867,g
337.075,h
337.092,t
337.433,shift
337.469,_
337.656,l
337.732,i
337.804,s
337.864,t
338.837,right
339.224,shift
339.305,:
339.545,enter
340.171,tab
340.37,.
340.54,.
340.68,.
347.573,backspace
347.901,backspace
348.21,backspace
358.095,m
358.686,e
358.842,r
359.196,g
359.361,e
359.803,-
359.971,h
360.051,e
360.404,backspace
360.552,backspace
360.697,backspace
363.464,alt
363.811,left
364.17,backspace
364.441,shift
364.573,_
368.303,backspace
369.637,shift
369.889,shift
370.073,_
370.327,h
370.477,e
370.574,l
370.705,p
370.821,e
370.887,r
371.82,shift
372.129,(
374.039,l
374.119,i
374.175,s
374.24,t
374.608,shift
374.833,{
375.615,backspace
376.155,up
376.595,enter
377.432,tab
378.835,h
378.923,a
379.024,l
379.48,f
379.882,space
379.982,=
380.199,space
382.449,l
382.568,e
382.632,n
382.721,shift
382.817,(
383.008,l
383.22,i
383.352,s
383.428,t
383.859,right
384.2,space
384.415,/
384.576,/
384.782,space
384.892,2
385.405,down
385.816,left
391.654,backspace
391.825,backspace
391.993,backspace
392.268,backspace
395.062,l
395.137,i
395.21,s
395.261,t
395.748,[
396.228,shift
396.533,:
397.646,l
397.774,e
398.065,backspace
398.23,backspace
398.607,h
398.685,a
398.782,l
398.892,f
399.193,right
400.016,
400.218,space
400.717,l
400.765,i
400.857,s
400.921,t
401.477,[
402.1,shift
402.338,h
402.437,a
402.497,f
402.578,l
402.741,shift
402.801,:
403.434,backspace
403.601,backspace
403.74,backspace
403.937,l
404.025,f
404.363,shift
404.435,:
406.513,right
407.237,right
408.333,down
408.621,up
408.946,up
409.763,left
409.972,left
410.137,left
410.458,left
410.613,left
410.783,left
410.953,left
411.126,left
411.294,left
411.474,left
411.661,left
411.944,left
412.327,right
431.193,backspace
431.364,backspace
431.551,backspace
433.97,i
434.456,f
435.887,space
436.576,l
436.74,e
436.934,f
438.172,t
438.428,shift
438.512,_
438.682,l
438.765,i
438.85,s
438.898,t
439.105,shift
439.22,:
440.73,backspace
440.871,backspace
441.008,backspace
441.163,backspace
441.308,backspace
441.452,backspace
441.601,backspace
441.757,backspace
441.915,backspace
442.059,backspace
442.32,n
442.416,o
442.508,t
442.766,space
443.509,l
443.632,e
443.765,f
443.927,t
444.24,shift
444.313,_
444.531,l
444.607,i
444.694,s
444.748,t
444.881,shift
444.944,:
445.207,enter
449.888,r
449.98,e
450.159,t
450.263,u
450.396,r
450.502,n
450.748,space
450.995,r
451.115,i
451.211,g
451.284,h
451.4,t
451.548,shift
451.624,_
451.842,l
451.913,i
451.998,s
452.069,t
452.848,enter
453.309,backspace
453.736,backspace
454,backspace
454.987,tab
455.533,backspace
455.775,backspace
455.975,backspace
456.171,backspace
456.935,enter
457.345,backspace
457.577,backspace
457.82,backspace
458.601,space
458.956,space
459.335,i
459.439,f
459.696,space
459.901,n
460.058,o
460.194,t
460.76,space
461.022,r
461.082,i
461.232,g
461.294,h
461.4,t
461.527,shift
461.623,_
461.864,l
461.939,i
462.007,s
462.067,t
462.302,shift
462.366,:
462.785,enter
463.632,r
463.736,e
463.833,t
463.933,u
464.057,r
464.149,n
464.335,space
464.479,l
464.599,e
465.026,f
465.208,t
465.36,shift
465.447,_
465.671,l
465.742,i
465.826,s
465.892,t
466.2,enter
467.012,enter
467.443,backspace
467.751,backspace
468.021,backspace
468.24,backspace
468.886,enter
469.329,backspace
469.537,backspace
469.754,backspace
470.299,space
470.534,space
470.861,e
471.002,l
471.106,s
471.174,e
471.331,shift
471.388,:
472.03,enter
496.1,i
496.692,backspace
501.017,i
501.594,backspace
505.308,r
505.36,e
505.48,t
505.569,u
505.686,r
505.794,n
506.035,space
507.663,backspace
507.821,backspace
507.996,backspace
508.169,backspace
508.33,backspace
508.492,backspace
508.641,backspace
508.814,i
508.924,f
509.061,space
510.531,l
510.608,e
510.688,f
510.905,t
511.01,shift
511.095,_
511.321,l
511.397,i
511.461,s
511.516,t
512.173,[
512.787,0
513.217,right
513.716,space
513.958,shift
514.071,>
514.428,space
515.018,backspace
515.173,backspace
515.279,shift
515.383,<
515.524,space
515.867,r
515.947,i
516.068,g
516.109,h
516.234,t
516.315,shift
516.368,_
516.613,l
516.694,i
516.792,s
516.885,t
517.5,[
517.809,0
518.62,right
519.215,shift
519.311,:
519.592,enter
520.214,r
520.282,e
520.407,t
520.499,u
520.611,r
520.698,n
520.9,space
523.746,l
523.988,e
524.157,f
524.408,t
525.887,shift
526.027,_
526.446,l
526.494,i
526.575,s
526.649,t
527.16,[
527.5,0
528.111,left
528.615,left
528.698,left
528.781,left
528.866,left
528.95,left
529.035,left
529.314,left
529.955,left
530.191,left
530.527,left
582.63,space
583.066,shift
583.339,+
583.65,space
584.547,l
584.975,backspace
591.244,m
591.324,e
591.404,r
591.579,g
591.65,e
591.962,shift
592.067,_
592.528,h
592.619,e
592.832,backspace
593.33,e
593.454,l
593.589,p
593.676,e
593.735,r
593.877,shift
593.949,(
595.831,l
595.914,e
595.975,f
596.126,t
596.233,shift
596.318,_
596.551,l
596.638,i
596.706,s
596.774,t
597.427,[
598.43,1
598.707,shift
598.775,:
599.169,right
599.852,
600.141,space
600.343,r
600.423,i
600.555,g
600.632,h
600.744,t
600.892,shift
600.948,_
601.143,l
601.239,i
601.315,s
601.355,t
601.572,space
601.882,backspace
602.465,right
602.981,enter
604.193,backspace
604.777,backspace
605.148,backspace
605.931,space
606.148,space
606.496,e
606.601,l
606.684,s
606.773,e
606.917,shift
606.994,:
607.463,enter
613.475,r
613.555,e
613.665,t
613.743,u
613.875,r
613.955,n
614.177,space
614.733,r
614.829,i
614.929,g
615.009,h
615.08,t
615.157,shift
615.253,_
615.46,l
615.544,i
615.605,s
615.699,t
616.147,space
616.379,backspace
616.853,[
617.142,0
617.714,right
617.973,space
618.201,shift
618.341,+
618.569,space
618.727,m
618.831,e
618.911,r
619.037,e
619.21,g
619.512,backspace
619.649,backspace
619.666,g
619.726,e
619.854,shift
619.921,_
620.125,h
620.233,e
620.33,l
620.453,p
620.541,e
620.606,r
620.781,shift
620.909,(
622.329,l
622.413,e
622.485,f
622.646,t
